ParameterName,GroupId,GroupName,DataType,Visible,Discipline,CategorySet,RevitCategories,BindingScope,BindingType,ParameterGroup,Priority,Description,ApplicationNote,AlternativeNote
TR_CSB_AnalizGirdisi,31,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,YESNO,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,İş kalemi analiz girdisi olarak kullanılacak mı?,"ÇŞB poz, rayiç ve analiz verileri imalat / eleman instance'larında tutulmalıdır.",
TR_CSB_2026_SinifGrupKodu,31,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,TEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Yüksek,ÇŞB 2026 yapı sınıfı ve grup kodu (ör. III-B),ÇŞB yapı sınıfı ve bina grubu bina üst verisidir.,
TR_CSB_2026_SinifGrupAdi,31,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,TEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Yüksek,ÇŞB 2026 yapı sınıfı ve grup adı,ÇŞB yapı sınıfı ve bina grubu bina üst verisidir.,
TR_CSB_2026_BirimMaliyet,31,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,NUMBER,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Yüksek,ÇŞB 2026 yapı yaklaşık birim maliyeti (TL/m²),ÇŞB yapı sınıfı ve bina grubu bina üst verisidir.,
TR_CSB_2026_MaliyetKapsami,31,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,MULTILINETEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Yüksek,ÇŞB 2026 birim maliyet kapsam / hariç tutulan giderler notu,ÇŞB yapı sınıfı ve bina grubu bina üst verisidir.,
TR_CSB_YapiAnaFonksiyonu,31,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,TEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Yüksek,Yapının ana işlevi / kullanım türü,ÇŞB yapı sınıfı ve bina grubu bina üst verisidir.,
TR_CSB_YapiAltFonksiyonu,31,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,TEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Yüksek,Yapının alt işlevi / detay kullanım türü,ÇŞB yapı sınıfı ve bina grubu bina üst verisidir.,
TR_MahalKodu,32,TR-MAHAL VE KONUMSAL AYRIŞIM,TEXT,Evet,Ortak / BIM,Rooms & Spaces,"Rooms, MEP Spaces, Levels, Grids",Project Parameter - Category Set,Instance,Identity Data,Yüksek,Mahal / room / zone kodu,"Mahal, zon, blok ve kat kodları konumsal raporlama için instance bazında tutulmalıdır.",
TR_MahalAdi,32,TR-MAHAL VE KONUMSAL AYRIŞIM,TEXT,Evet,Ortak / BIM,Rooms & Spaces,"Rooms, MEP Spaces, Levels, Grids",Project Parameter - Category Set,Instance,Identity Data,Yüksek,Mahal adı,"Mahal, zon, blok ve kat kodları konumsal raporlama için instance bazında tutulmalıdır.",
TR_MahalFonksiyonu,32,TR-MAHAL VE KONUMSAL AYRIŞIM,TEXT,Evet,Ortak / BIM,Rooms & Spaces,"Rooms, MEP Spaces, Levels, Grids",Project Parameter - Category Set,Instance,Identity Data,Yüksek,Mahal fonksiyonu / kullanım amacı,"Mahal, zon, blok ve kat kodları konumsal raporlama için instance bazında tutulmalıdır.",
TR_BlokKodu,32,TR-MAHAL VE KONUMSAL AYRIŞIM,TEXT,Evet,Ortak / BIM,Rooms & Spaces,"Rooms, MEP Spaces, Levels, Grids",Project Parameter - Category Set,Instance,Identity Data,Yüksek,Blok / bina alt birim kodu,"Mahal, zon, blok ve kat kodları konumsal raporlama için instance bazında tutulmalıdır.",
TR_KatKodu,32,TR-MAHAL VE KONUMSAL AYRIŞIM,TEXT,Evet,Ortak / BIM,Rooms & Spaces,"Rooms, MEP Spaces, Levels, Grids",Project Parameter - Category Set,Instance,Identity Data,Yüksek,Kat / seviye kodu,"Mahal, zon, blok ve kat kodları konumsal raporlama için instance bazında tutulmalıdır.",
TR_ZonKodu,32,TR-MAHAL VE KONUMSAL AYRIŞIM,TEXT,Evet,Ortak / BIM,Rooms & Spaces,"Rooms, MEP Spaces, Levels, Grids",Project Parameter - Category Set,Instance,Identity Data,Yüksek,Fonksiyonel / yangın / işletme zonu,"Mahal, zon, blok ve kat kodları konumsal raporlama için instance bazında tutulmalıdır.",
TR_AksX,32,TR-MAHAL VE KONUMSAL AYRIŞIM,TEXT,Evet,Ortak / BIM,Rooms & Spaces,"Rooms, MEP Spaces, Levels, Grids",Project Parameter - Category Set,Instance,Identity Data,Yüksek,X aks referansı,"Mahal, zon, blok ve kat kodları konumsal raporlama için instance bazında tutulmalıdır.",
TR_AksY,32,TR-MAHAL VE KONUMSAL AYRIŞIM,TEXT,Evet,Ortak / BIM,Rooms & Spaces,"Rooms, MEP Spaces, Levels, Grids",Project Parameter - Category Set,Instance,Identity Data,Yüksek,Y aks referansı,"Mahal, zon, blok ve kat kodları konumsal raporlama için instance bazında tutulmalıdır.",
TR_KonumNotu,32,TR-MAHAL VE KONUMSAL AYRIŞIM,TEXT,Evet,Ortak / BIM,Rooms & Spaces,"Rooms, MEP Spaces, Levels, Grids",Project Parameter - Category Set,Instance,Identity Data,Yüksek,Konumsal açıklama notu,"Mahal, zon, blok ve kat kodları konumsal raporlama için instance bazında tutulmalıdır.",
TR_BinaBolumu,32,TR-MAHAL VE KONUMSAL AYRIŞIM,TEXT,Evet,Ortak / BIM,Rooms & Spaces,"Rooms, MEP Spaces, Levels, Grids",Project Parameter - Category Set,Instance,Identity Data,Yüksek,Bina bölümü / kanat / çekirdek / servis alanı,"Mahal, zon, blok ve kat kodları konumsal raporlama için instance bazında tutulmalıdır.",
TR_FazAlani,32,TR-MAHAL VE KONUMSAL AYRIŞIM,TEXT,Evet,Ortak / BIM,Rooms & Spaces,"Rooms, MEP Spaces, Levels, Grids",Project Parameter - Category Set,Instance,Identity Data,Yüksek,Faz / etap / inşaat bölgesi,"Mahal, zon, blok ve kat kodları konumsal raporlama için instance bazında tutulmalıdır.",
TR_IsletmeBolgesi,32,TR-MAHAL VE KONUMSAL AYRIŞIM,TEXT,Evet,Ortak / BIM,Rooms & Spaces,"Rooms, MEP Spaces, Levels, Grids",Project Parameter - Category Set,Instance,Identity Data,Yüksek,İşletme ve bakım bölgesi,"Mahal, zon, blok ve kat kodları konumsal raporlama için instance bazında tutulmalıdır.",
TR_IFC_ExportEt,33,TR-IFC İHRAC VE VERİ EŞLEME,YESNO,Evet,IFC / Veri,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,IFC Parameters,Yüksek,Eleman IFC çıktısına dahil edilsin mi?,IFC export ve override alanları instance bazında kontrol edilmelidir.,
TR_IFC_EntityOverride,33,TR-IFC İHRAC VE VERİ EŞLEME,TEXT,Evet,IFC / Veri,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,IFC Parameters,Yüksek,Gerekirse elemanın IFC entity karşılığı,IFC export ve override alanları instance bazında kontrol edilmelidir.,
TR_IFC_PredefinedType,33,TR-IFC İHRAC VE VERİ EŞLEME,TEXT,Evet,IFC / Veri,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,IFC Parameters,Yüksek,IFC PredefinedType değeri,IFC export ve override alanları instance bazında kontrol edilmelidir.,
TR_IFC_NameOverride,33,TR-IFC İHRAC VE VERİ EŞLEME,TEXT,Evet,IFC / Veri,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,IFC Parameters,Yüksek,IFC Name alanına yazılacak özel ad,IFC export ve override alanları instance bazında kontrol edilmelidir.,
TR_IFC_DescriptionOverride,33,TR-IFC İHRAC VE VERİ EŞLEME,TEXT,Evet,IFC / Veri,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,IFC Parameters,Yüksek,IFC Description alanına yazılacak açıklama,IFC export ve override alanları instance bazında kontrol edilmelidir.,
TR_IFC_ObjectTypeOverride,33,TR-IFC İHRAC VE VERİ EŞLEME,TEXT,Evet,IFC / Veri,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,IFC Parameters,Yüksek,IFC ObjectType alanı,IFC export ve override alanları instance bazında kontrol edilmelidir.,
TR_IFC_TagOverride,33,TR-IFC İHRAC VE VERİ EŞLEME,TEXT,Evet,IFC / Veri,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,IFC Parameters,Yüksek,IFC Tag alanı,IFC export ve override alanları instance bazında kontrol edilmelidir.,
TR_IFC_ClassificationName,33,TR-IFC İHRAC VE VERİ EŞLEME,TEXT,Evet,IFC / Veri,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,IFC Parameters,Yüksek,IFC sınıflandırma set adı,IFC export ve override alanları instance bazında kontrol edilmelidir.,
TR_IFC_ClassificationSource,33,TR-IFC İHRAC VE VERİ EŞLEME,TEXT,Evet,IFC / Veri,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,IFC Parameters,Yüksek,IFC sınıflandırma kaynağı / yayıncısı,IFC export ve override alanları instance bazında kontrol edilmelidir.,
TR_IFC_ClassificationEdition,33,TR-IFC İHRAC VE VERİ EŞLEME,TEXT,Evet,IFC / Veri,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,IFC Parameters,Yüksek,IFC sınıflandırma sürümü,IFC export ve override alanları instance bazında kontrol edilmelidir.,
TR_IFC_ClassificationURI,33,TR-IFC İHRAC VE VERİ EŞLEME,TEXT,Evet,IFC / Veri,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,IFC Parameters,Yüksek,IFC sınıflandırma URI / referans linki,IFC export ve override alanları instance bazında kontrol edilmelidir.,
TR_IFC_PsetSeti,33,TR-IFC İHRAC VE VERİ EŞLEME,TEXT,Evet,IFC / Veri,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,IFC Parameters,Yüksek,Eleman için etkinleştirilecek özel property set kümesi,IFC export ve override alanları instance bazında kontrol edilmelidir.,
TR_IFC_AktarimNotu,33,TR-IFC İHRAC VE VERİ EŞLEME,MULTILINETEXT,Evet,IFC / Veri,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,IFC Parameters,Yüksek,IFC aktarım notu / istisna açıklaması,IFC export ve override alanları instance bazında kontrol edilmelidir.,
TR_IFC_Dogrulandi,33,TR-IFC İHRAC VE VERİ EŞLEME,YESNO,Evet,IFC / Veri,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,IFC Parameters,Yüksek,IFC aktarımı kalite kontrolden geçti mi?,IFC export ve override alanları instance bazında kontrol edilmelidir.,
TR_MetrajKurali,34,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Metraj alma kuralı / ölçü kuralı,"Keşif, maliyet ve hakediş kırılımları eleman instance'larında izlenmelidir.",
TR_MetrajBirim,34,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Metraj birimi,"Keşif, maliyet ve hakediş kırılımları eleman instance'larında izlenmelidir.",
TR_MetrajCarpan,34,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,NUMBER,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Metraj çarpanı,"Keşif, maliyet ve hakediş kırılımları eleman instance'larında izlenmelidir.",
TR_MetrajDahil,34,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,YESNO,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Metraja dahil mi?,"Keşif, maliyet ve hakediş kırılımları eleman instance'larında izlenmelidir.",
TR_AnalizGirdiTipi,34,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Analiz girdisi tipi: işçilik / makine / malzeme / genel gider,"Keşif, maliyet ve hakediş kırılımları eleman instance'larında izlenmelidir.",
TR_AnalizBilesenKodu,34,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Analiz bileşen kodu,"Keşif, maliyet ve hakediş kırılımları eleman instance'larında izlenmelidir.",
TR_MaliyetMerkezi,34,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Maliyet merkezi / bütçe kırılımı,"Keşif, maliyet ve hakediş kırılımları eleman instance'larında izlenmelidir.",
TR_KesifPaketNo,34,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Keşif / teklif paketi numarası,"Keşif, maliyet ve hakediş kırılımları eleman instance'larında izlenmelidir.",
TR_ImalatFasi,34,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,İmalat fazı / aşaması,"Keşif, maliyet ve hakediş kırılımları eleman instance'larında izlenmelidir.",
TR_IsGrubu,34,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,İş grubu / trade,"Keşif, maliyet ve hakediş kırılımları eleman instance'larında izlenmelidir.",
