ParametreAdı,SemanticAnahtar,StandartParametre_EN,VeriTipi,GrupID,GrupAdı,Disiplin,KategoriKümesi,ÖnerilenRevitKategorileri,BağlamaKapsamı,BağlamaTürü,RevitArayüzGrubu,Öncelik,ZorunluMu,DegerKaynakKurali,AnaKullanim,Açıklama,UygulamaNotu,Description_TR,Description_EN,CeviriKaynagi,GozdenGecirmeDurumu
TR_ElemanAdi,eleman_adi,EN_ElementName,TEXT,29,TR-SINIFLANDIRMA VE KOD SİSTEMLERİ,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Yüksek,Hayır,manual,All Model Categories,Eleman / tip / sistem adı,Sınıflandırma kodları aile / tip bazında yönetilmelidir.,Eleman / tip / sistem adı,Element / type / system name,shared_param_definition,guncellendi
TR_ElemanAileKodu,eleman_aile_kodu,EN_ElementFamilyCode,TEXT,29,TR-SINIFLANDIRMA VE KOD SİSTEMLERİ,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Yüksek,Hayır,manual,All Model Categories,Aile / ürün ailesi kodu,Sınıflandırma kodları aile / tip bazında yönetilmelidir.,Aile / ürün ailesi kodu,Family / product family code,shared_param_definition,guncellendi
TR_MalzemeSinifKodu,malzeme_sinif_kodu,EN_MaterialClassCode,TEXT,29,TR-SINIFLANDIRMA VE KOD SİSTEMLERİ,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Yüksek,Hayır,manual,All Model Categories,Malzeme sınıf kodu,Sınıflandırma kodları aile / tip bazında yönetilmelidir.,Malzeme sınıf kodu,Material class code,shared_param_definition,guncellendi
TR_MalzemeSinifAdi,malzeme_sinif_adi,EN_MaterialClassName,TEXT,29,TR-SINIFLANDIRMA VE KOD SİSTEMLERİ,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Yüksek,Hayır,manual,All Model Categories,Malzeme sınıf adı,Sınıflandırma kodları aile / tip bazında yönetilmelidir.,Malzeme sınıf adı,Material class name,shared_param_definition,guncellendi
TR_IsDisEleman,is_dis_eleman,EN_IsExteriorElement,YESNO,29,TR-SINIFLANDIRMA VE KOD SİSTEMLERİ,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Yüksek,Hayır,manual,All Model Categories,Eleman dış ortam / dış kabuk ile ilişkili mi?,Sınıflandırma kodları aile / tip bazında yönetilmelidir.,Eleman dış ortam / dış kabuk ile ilişkili mi?,Is the element associated with the exterior / building envelope?,shared_param_definition,guncellendi
TR_IsTasiyici,is_tasiyici,EN_IsStructural,YESNO,29,TR-SINIFLANDIRMA VE KOD SİSTEMLERİ,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Yüksek,Hayır,manual,All Model Categories,Eleman taşıyıcı görev yapıyor mu?,Sınıflandırma kodları aile / tip bazında yönetilmelidir.,Eleman taşıyıcı görev yapıyor mu?,Does the element perform a load-bearing function?,shared_param_definition,guncellendi
TR_NLSfB_T0_Kod,nlsf.b.t0.code,Nlsf_B_T0_Code,TEXT,30,TR-NL/SfB VE ULUSLARARASI SINIFLANDIRMA,,,,,,,,Hayır,manual,Belirsiz,NL/SfB Tablo 0 kodu (çevre / yapı türü / fiziksel çevre),,,,,
TR_NLSfB_T0_Adi,nlsf.b.t0.adi,Nlsf_B_T0_Adi,TEXT,30,TR-NL/SfB VE ULUSLARARASI SINIFLANDIRMA,,,,,,,,Hayır,manual,Belirsiz,NL/SfB Tablo 0 açıklaması,,,,,
TR_NLSfB_T1_Kod,nlsf.b.t1.code,Nlsf_B_T1_Code,TEXT,30,TR-NL/SfB VE ULUSLARARASI SINIFLANDIRMA,,,,,,,,Hayır,manual,Belirsiz,NL/SfB Tablo 1 kodu (elemanlar),,,,,
TR_NLSfB_T1_Adi,nlsf.b.t1.adi,Nlsf_B_T1_Adi,TEXT,30,TR-NL/SfB VE ULUSLARARASI SINIFLANDIRMA,,,,,,,,Hayır,manual,Belirsiz,NL/SfB Tablo 1 açıklaması,,,,,
TR_NLSfB_T2_Kod,nlsf.b.t2.code,Nlsf_B_T2_Code,TEXT,30,TR-NL/SfB VE ULUSLARARASI SINIFLANDIRMA,,,,,,,,Hayır,manual,Belirsiz,NL/SfB Tablo 2 kodu (yapım yöntemi),,,,,
TR_NLSfB_T2_Adi,nlsf.b.t2.adi,Nlsf_B_T2_Adi,TEXT,30,TR-NL/SfB VE ULUSLARARASI SINIFLANDIRMA,,,,,,,,Hayır,manual,Belirsiz,NL/SfB Tablo 2 açıklaması,,,,,
TR_NLSfB_T3_Kod,nlsf.b.t3.code,Nlsf_B_T3_Code,TEXT,30,TR-NL/SfB VE ULUSLARARASI SINIFLANDIRMA,,,,,,,,Hayır,manual,Belirsiz,NL/SfB Tablo 3 kodu (malzeme),,,,,
TR_NLSfB_T3_Adi,nlsf.b.t3.adi,Nlsf_B_T3_Adi,TEXT,30,TR-NL/SfB VE ULUSLARARASI SINIFLANDIRMA,,,,,,,,Hayır,manual,Belirsiz,NL/SfB Tablo 3 açıklaması,,,,,
TR_NLSfB_T4_Kod,nlsf.b.t4.code,Nlsf_B_T4_Code,TEXT,30,TR-NL/SfB VE ULUSLARARASI SINIFLANDIRMA,,,,,,,,Hayır,manual,Belirsiz,NL/SfB Tablo 4 kodu (faaliyet / gereksinim / performans),,,,,
TR_NLSfB_T4_Adi,nlsf.b.t4.adi,Nlsf_B_T4_Adi,TEXT,30,TR-NL/SfB VE ULUSLARARASI SINIFLANDIRMA,,,,,,,,Hayır,manual,Belirsiz,NL/SfB Tablo 4 açıklaması,,,,,
TR_SinifKaynakDokuman,class.kaynak.dokuman,Class_Kaynak_Dokuman,TEXT,30,TR-NL/SfB VE ULUSLARARASI SINIFLANDIRMA,,,,,,,,Hayır,manual,Belirsiz,Sınıflandırma kaynağı / yayın / sürüm bilgisi,,,,,
TR_SinifRevizyon,class.revizyon,Class_Revizyon,TEXT,30,TR-NL/SfB VE ULUSLARARASI SINIFLANDIRMA,,,,,,,,Hayır,manual,Belirsiz,Sınıflandırma revizyon / sürüm bilgisi,,,,,
TR_CSB_BinaGrubuKod,csb_bina_grubu_kod,EN_CSBBuildingGroupCode,TEXT,31,TR-ÇŞB BİNA GRUBU VE POZ KIRILIMI,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Yüksek,Hayır,manual,Project Information,ÇŞİDB / idare bina grubu kodu,ÇŞB yapı sınıfı ve bina grubu bina üst verisidir.,ÇŞİDB / idare bina grubu kodu,MoEUA / authority building group code,shared_param_definition,guncellendi
TR_CSB_BinaGrubuAdi,csb_bina_grubu_adi,EN_CSBBuildingGroupName,TEXT,31,TR-ÇŞB BİNA GRUBU VE POZ KIRILIMI,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Yüksek,Hayır,manual,Project Information,ÇŞİDB / idare bina grubu adı,ÇŞB yapı sınıfı ve bina grubu bina üst verisidir.,ÇŞİDB / idare bina grubu adı,MoEUA / authority building group name,shared_param_definition,guncellendi
TR_CSB_YapiSinifiKod,csb_yapi_sinifi_kod,EN_CSBBuildingClassCode,TEXT,31,TR-ÇŞB BİNA GRUBU VE POZ KIRILIMI,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Yüksek,Hayır,manual,Project Information,Yapı sınıfı kodu,ÇŞB yapı sınıfı ve bina grubu bina üst verisidir.,Yapı sınıfı kodu,Building class code,shared_param_definition,guncellendi
TR_CSB_YapiSinifiAdi,csb_yapi_sinifi_adi,EN_CSBBuildingClassName,TEXT,31,TR-ÇŞB BİNA GRUBU VE POZ KIRILIMI,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Yüksek,Hayır,manual,Project Information,Yapı sınıfı adı,ÇŞB yapı sınıfı ve bina grubu bina üst verisidir.,Yapı sınıfı adı,Building class name,shared_param_definition,guncellendi
TR_CSB_PozNo,csb_poz_no,EN_CSBItemNumber,TEXT,31,TR-ÇŞB BİNA GRUBU VE POZ KIRILIMI,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Hayır,manual,All Model Categories,Poz numarası,"ÇŞB poz, rayiç ve analiz verileri imalat / eleman instance'larında tutulmalıdır.",Poz numarası,Unit price item number,shared_param_definition,guncellendi
TR_CSB_PozTanimi,csb_poz_tanimi,EN_CSBItemDefinition,TEXT,31,TR-ÇŞB BİNA GRUBU VE POZ KIRILIMI,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Hayır,manual,All Model Categories,Poz tanımı,"ÇŞB poz, rayiç ve analiz verileri imalat / eleman instance'larında tutulmalıdır.",Poz tanımı,Unit price item definition,shared_param_definition,guncellendi
TR_CSB_PozBirim,csb_poz_birim,EN_CSBItemUnit,TEXT,31,TR-ÇŞB BİNA GRUBU VE POZ KIRILIMI,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Hayır,manual,All Model Categories,Poz ölçü birimi,"ÇŞB poz, rayiç ve analiz verileri imalat / eleman instance'larında tutulmalıdır.",Poz ölçü birimi,Unit price item unit of measure,shared_param_definition,guncellendi
TR_CSB_PozAnaGrup,csb_poz_ana_grup,EN_CSBItemPrimaryGroup,TEXT,31,TR-ÇŞB BİNA GRUBU VE POZ KIRILIMI,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Hayır,manual,All Model Categories,Pozun ait olduğu ana mantıksal grup,"ÇŞB poz, rayiç ve analiz verileri imalat / eleman instance'larında tutulmalıdır.",Pozun ait olduğu ana mantıksal grup,Primary logical group the item belongs to,shared_param_definition,guncellendi
TR_CSB_PozAltGrup,csb_poz_alt_grup,EN_CSBItemSubGroup,TEXT,31,TR-ÇŞB BİNA GRUBU VE POZ KIRILIMI,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Hayır,manual,All Model Categories,Pozun ait olduğu alt mantıksal grup,"ÇŞB poz, rayiç ve analiz verileri imalat / eleman instance'larında tutulmalıdır.",Pozun ait olduğu alt mantıksal grup,Sub-group the item belongs to,shared_param_definition,guncellendi
TR_CSB_RayicKod,csb_rayic_kod,EN_CSBRateCode,TEXT,31,TR-ÇŞB BİNA GRUBU VE POZ KIRILIMI,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Hayır,manual,All Model Categories,Rayiç kodu,"ÇŞB poz, rayiç ve analiz verileri imalat / eleman instance'larında tutulmalıdır.",Rayiç kodu,Schedule of rates code,shared_param_definition,guncellendi
TR_CSB_RayicTanimi,csb_rayic_tanimi,EN_CSBRateDefinition,TEXT,31,TR-ÇŞB BİNA GRUBU VE POZ KIRILIMI,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Hayır,manual,All Model Categories,Rayiç tanımı,"ÇŞB poz, rayiç ve analiz verileri imalat / eleman instance'larında tutulmalıdır.",Rayiç tanımı,Schedule of rates description,shared_param_definition,guncellendi
TR_CSB_IsKalemiTuru,csb_is_kalemi_turu,EN_CSBWorkItemType,TEXT,31,TR-ÇŞB BİNA GRUBU VE POZ KIRILIMI,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Hayır,manual,All Model Categories,İş kalemi türü: imalat / rayiç / ekipman / hizmet,"ÇŞB poz, rayiç ve analiz verileri imalat / eleman instance'larında tutulmalıdır.",İş kalemi türü: imalat / rayiç / ekipman / hizmet,Work item type: construction / rate / equipment / service,shared_param_definition,guncellendi
TR_CSB_BirimFiyatYili,csb_birim_fiyat_yili,EN_CSBUnitPriceYear,INTEGER,31,TR-ÇŞB BİNA GRUBU VE POZ KIRILIMI,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Hayır,manual,All Model Categories,Birim fiyat yılı,"ÇŞB poz, rayiç ve analiz verileri imalat / eleman instance'larında tutulmalıdır.",Birim fiyat yılı,Unit price year,shared_param_definition,guncellendi
TR_CSB_BirimFiyatKaynak,csb_birim_fiyat_kaynak,EN_CSBUnitPriceSource,TEXT,31,TR-ÇŞB BİNA GRUBU VE POZ KIRILIMI,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Hayır,manual,All Model Categories,"Birim fiyat kaynağı (ÇŞİDB, idare, özel analiz vb.)","ÇŞB poz, rayiç ve analiz verileri imalat / eleman instance'larında tutulmalıdır.","Birim fiyat kaynağı (ÇŞİDB, idare, özel analiz vb.)","Unit price source (MoEUA, authority, private analysis etc.)",shared_param_definition,guncellendi
TR_CSB_AnalizGirdisi,csb_analiz_girdisi,EN_CSBIsAnalysisInput,YESNO,31,TR-ÇŞB BİNA GRUBU VE POZ KIRILIMI,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Hayır,manual,All Model Categories,İş kalemi analiz girdisi olarak kullanılacak mı?,"ÇŞB poz, rayiç ve analiz verileri imalat / eleman instance'larında tutulmalıdır.",İş kalemi analiz girdisi olarak kullanılacak mı?,To be used as a work item analysis input?,shared_param_definition,guncellendi
TR_MahalKodu,mahal_kodu,EN_RoomCode,TEXT,32,TR-MAHAL VE KONUMSAL AYRIŞIM,Ortak / BIM,Rooms & Spaces,"Rooms, MEP Spaces, Levels, Grids",Project Parameter - Category Set,Instance,Identity Data,Yüksek,Hayır,manual,Rooms & Spaces,Mahal / room / zone kodu,"Mahal, zon, blok ve kat kodları konumsal raporlama için instance bazında tutulmalıdır.",Mahal / room / zone kodu,Room / space / zone code,shared_param_definition,guncellendi
TR_MahalAdi,mahal_adi,EN_RoomName,TEXT,32,TR-MAHAL VE KONUMSAL AYRIŞIM,Ortak / BIM,Rooms & Spaces,"Rooms, MEP Spaces, Levels, Grids",Project Parameter - Category Set,Instance,Identity Data,Yüksek,Hayır,manual,Rooms & Spaces,Mahal adı,"Mahal, zon, blok ve kat kodları konumsal raporlama için instance bazında tutulmalıdır.",Mahal adı,Room / space name,shared_param_definition,guncellendi
TR_MahalFonksiyonu,mahal_fonksiyonu,EN_RoomFunction,TEXT,32,TR-MAHAL VE KONUMSAL AYRIŞIM,Ortak / BIM,Rooms & Spaces,"Rooms, MEP Spaces, Levels, Grids",Project Parameter - Category Set,Instance,Identity Data,Yüksek,Hayır,manual,Rooms & Spaces,Mahal fonksiyonu / kullanım amacı,"Mahal, zon, blok ve kat kodları konumsal raporlama için instance bazında tutulmalıdır.",Mahal fonksiyonu / kullanım amacı,Room function / use purpose,shared_param_definition,guncellendi
TR_BlokKodu,blok_kodu,EN_BlockCode,TEXT,32,TR-MAHAL VE KONUMSAL AYRIŞIM,Ortak / BIM,Rooms & Spaces,"Rooms, MEP Spaces, Levels, Grids",Project Parameter - Category Set,Instance,Identity Data,Yüksek,Hayır,manual,Rooms & Spaces,Blok / bina alt birim kodu,"Mahal, zon, blok ve kat kodları konumsal raporlama için instance bazında tutulmalıdır.",Blok / bina alt birim kodu,Block / building sub-unit code,shared_param_definition,guncellendi
TR_KatKodu,kat_kodu,EN_StoreyCode,TEXT,32,TR-MAHAL VE KONUMSAL AYRIŞIM,Ortak / BIM,Rooms & Spaces,"Rooms, MEP Spaces, Levels, Grids",Project Parameter - Category Set,Instance,Identity Data,Yüksek,Hayır,manual,Rooms & Spaces,Kat / seviye kodu,"Mahal, zon, blok ve kat kodları konumsal raporlama için instance bazında tutulmalıdır.",Kat / seviye kodu,Floor / level code,shared_param_definition,guncellendi
TR_ZonKodu,zon_kodu,EN_ZoneCode,TEXT,32,TR-MAHAL VE KONUMSAL AYRIŞIM,Ortak / BIM,Rooms & Spaces,"Rooms, MEP Spaces, Levels, Grids",Project Parameter - Category Set,Instance,Identity Data,Yüksek,Hayır,manual,Rooms & Spaces,Fonksiyonel / yangın / işletme zonu,"Mahal, zon, blok ve kat kodları konumsal raporlama için instance bazında tutulmalıdır.",Fonksiyonel / yangın / işletme zonu,Functional / fire / operational zone,shared_param_definition,guncellendi
TR_AksX,aks_x,EN_GridX,TEXT,32,TR-MAHAL VE KONUMSAL AYRIŞIM,Ortak / BIM,Rooms & Spaces,"Rooms, MEP Spaces, Levels, Grids",Project Parameter - Category Set,Instance,Identity Data,Yüksek,Hayır,manual,Rooms & Spaces,X aks referansı,"Mahal, zon, blok ve kat kodları konumsal raporlama için instance bazında tutulmalıdır.",X aks referansı,X grid reference,shared_param_definition,guncellendi
TR_AksY,aks_y,EN_GridY,TEXT,32,TR-MAHAL VE KONUMSAL AYRIŞIM,Ortak / BIM,Rooms & Spaces,"Rooms, MEP Spaces, Levels, Grids",Project Parameter - Category Set,Instance,Identity Data,Yüksek,Hayır,manual,Rooms & Spaces,Y aks referansı,"Mahal, zon, blok ve kat kodları konumsal raporlama için instance bazında tutulmalıdır.",Y aks referansı,Y grid reference,shared_param_definition,guncellendi
TR_KonumNotu,konum_notu,EN_LocationNote,TEXT,32,TR-MAHAL VE KONUMSAL AYRIŞIM,Ortak / BIM,Rooms & Spaces,"Rooms, MEP Spaces, Levels, Grids",Project Parameter - Category Set,Instance,Identity Data,Yüksek,Hayır,manual,Rooms & Spaces,Konumsal açıklama notu,"Mahal, zon, blok ve kat kodları konumsal raporlama için instance bazında tutulmalıdır.",Konumsal açıklama notu,Spatial description note,shared_param_definition,guncellendi
TR_BinaBolumu,bina_bolumu,EN_BuildingSection,TEXT,32,TR-MAHAL VE KONUMSAL AYRIŞIM,Ortak / BIM,Rooms & Spaces,"Rooms, MEP Spaces, Levels, Grids",Project Parameter - Category Set,Instance,Identity Data,Yüksek,Hayır,manual,Rooms & Spaces,Bina bölümü / kanat / çekirdek / servis alanı,"Mahal, zon, blok ve kat kodları konumsal raporlama için instance bazında tutulmalıdır.",Bina bölümü / kanat / çekirdek / servis alanı,Building section / wing / core / service area,shared_param_definition,guncellendi
TR_FazAlani,faz_alani,EN_PhaseArea,TEXT,32,TR-MAHAL VE KONUMSAL AYRIŞIM,Ortak / BIM,Rooms & Spaces,"Rooms, MEP Spaces, Levels, Grids",Project Parameter - Category Set,Instance,Identity Data,Yüksek,Hayır,manual,Rooms & Spaces,Faz / etap / inşaat bölgesi,"Mahal, zon, blok ve kat kodları konumsal raporlama için instance bazında tutulmalıdır.",Faz / etap / inşaat bölgesi,Phase / stage / construction zone,shared_param_definition,guncellendi
